,,,,18.52799209,73.83386986
,,,,18.52800134,73.83386745
,,,,18.52801502,73.83385262
,,,,18.5280341,73.83382983
,,,,18.52805467,73.83380671
,,,,18.52806495,73.83377129
,,,,18.52807137,73.83373053
,,,,18.52808138,73.83369181
,,,,18.52809342,73.83365404
,,,,18.52810391,73.83361658
,,,,18.52811574,73.83357991
,,,,18.52814945,73.83352232
,,,,18.52817661,73.83349234
,,,,18.52820638,73.83345772
,,,,18.52823917,73.83342111
,,,,18.52827169,73.83338676
,,,,18.52829989,73.83335259
,,,,18.52832915,73.83332003
,,,,18.52836017,73.83328783
,,,,18.52839095,73.83325776
,,,,18.52841805,73.83322629
,,,,18.52844157,73.83319604
,,,,18.52846595,73.83317176
,,,,18.52849146,73.83314762
,,,,18.52851753,73.83312409
,,,,18.52854439,73.83310267
,,,,18.52857007,73.83308472
,,,,18.52859323,73.83306857
,,,,18.52861471,73.83305222
,,,,18.52862858,73.83304038
,,,,18.52863634,73.83303309
,,,,18.52864337,73.83302415
,,,,18.52865686,73.83301812
,,,,18.52867151,73.83301158
,,,,18.52868175,73.83300311
,,,,18.52867993,73.83299371
,,,,18.52869243,73.83298597
,,,,18.52870737,73.83297473
,,,,18.52872833,73.83296006
,,,,18.52875555,73.83294152
,,,,18.52879267,73.83292003
,,,,18.52883383,73.83289939
,,,,18.52888172,73.8328577
,,,,18.52893369,73.83283758
,,,,18.52898155,73.83280995
,,,,18.529036,73.83279706
,,,,18.5290856,73.83277796
,,,,18.52912614,73.83275783
,,,,18.529174,73.83274554
,,,,18.52920417,73.83272882
,,,,18.52923043,73.83271747
,,,,18.52925984,73.83271055
,,,,18.52928848,73.8327054
,,,,18.52932793,73.83269375
,,,,18.52936685,73.83268697
,,,,18.52940393,73.83267923
,,,,18.52944447,73.83266938
,,,,18.52968431,73.8326506
,,,,18.52974393,73.83264541
,,,,18.52980679,73.83263523
,,,,18.52987273,73.83261335
,,,,18.52994007,73.83260329
,,,,18.53001299,73.83258836
,,,,18.53008859,73.83258402
,,,,18.53016347,73.83257255
,,,,18.53024104,73.83256409
,,,,18.53057912,73.83253037
,,,,18.53063519,73.83252316
,,,,18.53069217,73.83251856
,,,,18.53076769,73.83252978
,,,,18.53083217,73.83252255
,,,,18.53091371,73.83254233
,,,,18.53098363,73.83253566
,,,,18.53105522,73.8325255
,,,,18.53112897,73.83251818
,,,,18.53119944,73.83250611
,,,,18.53127309,73.83248311
,,,,18.5313467,73.83247195
,,,,18.53147405,73.83244081
,,,,18.53153796,73.83243055
,,,,18.53159475,73.83242803
,,,,18.53162714,73.83242049
,,,,18.53166534,73.83240763
,,,,18.53168598,73.83241425
,,,,18.53174144,73.83239591
,,,,18.53177182,73.83236704
,,,,18.53180662,73.83235948
,,,,18.53186476,73.8323392
,,,,18.5319191,73.83232496
,,,,18.53197617,73.8323114
,,,,18.53203292,73.83229455
,,,,18.53210305,73.83228071
,,,,18.53216914,73.83227782
,,,,18.53223166,73.83226156
,,,,18.53230704,73.83225829
,,,,18.53237144,73.83224811
,,,,18.53243582,73.8322328
,,,,18.53293871,73.83209988
,,,,18.53300976,73.83208923
,,,,18.53308808,73.8320784
,,,,18.53316227,73.83205499
,,,,18.53323483,73.83203739
,,,,18.53330309,73.83201525
,,,,18.53344635,73.83197652
,,,,18.53351805,73.83195569
,,,,18.53385865,73.83187222
,,,,18.53393785,73.83185138
,,,,18.53399358,73.83177578
,,,,18.53406894,73.83175353
,,,,18.53414461,73.83171947
,,,,18.5342973,73.8316823
,,,,18.5343697,73.83166356
,,,,18.53444046,73.83163277
,,,,18.53450852,73.83161665
,,,,18.53457838,73.83159489
,,,,18.53465012,73.83159131
,,,,18.53471793,73.83158316
,,,,18.53478873,73.83156448
,,,,18.53507129,73.83148545
,,,,18.53521674,73.83145417
,,,,18.53528623,73.83143225
,,,,18.53535215,73.83139742
,,,,18.53542103,73.83136547
,,,,18.53548383,73.83134099
,,,,18.53555687,73.8313268
,,,,18.53565008,73.83130939
,,,,18.53573052,73.83129884
,,,,18.53580317,73.831273
,,,,18.53588558,73.8312527
,,,,18.53596211,73.83122938
